ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9801408;JEANS LEATHER BELT G.N.H.;40;46281;5;201601;0;0;17/01/06;30/03/20;2;;;7322620132972,7322620133009,7322620133047,7322620133085,7322620133207,7322620133320,7322620133450,7322620133498
9800270;WIDE JEANS BELT;40;46318;205;201503;0;0;02/08/05;22/11/19;2;;;7322628116363,7322628116370,7322628116387,7322628116394,7322628116400,7322628116417,7322628116424
9801409;WIDE JEANS BELT G.N.H.;40;46318;205;201601;0;13;17/01/06;30/03/20;2;1;13;7322620134747,7322620134754,7322620134792,7322620134921,7322620135034,7322620135126,7322620135249
9800271;CROCO JEANS BELT;40;46326;205;201503;0;11;02/08/05;30/03/20;2;1;11;7322628106081,7322628106098,7322628106104,7322628106111,7322628106128,7322628106135,7322628106142
9801412;CROCO GRAINED JEANS BELT G.N.H.;40;46326;205;201601;0;0;17/01/06;22/11/19;2;;;7322620116514,7322620116637,7322620116675,7322620116712,7322620116804,7322620116934
9800272;CROCO JEANS BELT;40;46326;240;201503;0;0;02/08/05;22/11/19;2;;;7322628106180,7322628106197,7322628106203,7322628106210,7322628106227,7322628106234,7322628106241,7322628106258
9801413;CROCO GRAINED JEANS BELT G.N.H.;40;46326;240;201601;0;13;17/01/06;30/03/20;2;1;13;0200001110832,0200001110849,7322620117016,7322620117061,7322620117122,7322620117160,7322620117191,7322620117238,7322620117313,7322620117351
9800273;CROCO JEANS BELT;40;46326;5;201503;0;12;02/08/05;30/03/20;2;1;12;0200001111716,0200001111723,7322628105985,7322628105992,7322628106005,7322628106012,7322628106029,7322628106036,7322628106043,7322628106050
9801414;CROCO GRAINED JEANS BELT G.N.H.;40;46326;5;201601;0;13;17/01/06;30/03/20;2;1;13;0200001110856,0200001110863,7322620116101,7322620116149,7322620116187,7322620116224,7322620116262,7322620116309,7322620116385,7322620116422
9859205;SMS JAKKER DAME;40;471;5;202002;0;0;24/02/20;03/06/20;3;;;
9860898;SMS JAKKER DAME;40;471;5;202003;0;0;03/09/20;22/09/20;3;;;
9861743;SMS JAKKER DAME;40;471;5;202004;0;0;12/11/20;12/11/20;3;;;
9859206;SMS BLAZER DAME;40;472;5;202002;0;0;24/02/20;03/06/20;3;;;
9860899;SMS BLAZER DAME;40;472;5;202003;0;0;03/09/20;22/09/20;3;;;
9861741;SMS BLAZER DAME;40;472;5;202004;0;0;12/11/20;12/11/20;3;;;
9800125;RIBBED JERSEY SHIRT L/S;40;472401;110;201503;0;9;25/07/05;30/03/20;2;1;9;7322628329244,7322628329251,7322628329268,7322628329275,7322628329282,7322628329299
9801057;RIB JERSEYSHIRT L.S;40;472401;110;201504;0;8;14/10/05;30/03/20;2;1;8;7322628475569,7322628475613,7322628475668,7322628475712,7322628475767
9800131;RIBBED JERSEY SHIRT L/S;40;472401;679;201503;0;8;25/07/05;30/03/20;2;1;8;7322628330097,7322628330103,7322628330110,7322628330127,7322628330134
9801058;RIB JERSEYSHIRT L.S;40;472401;679;201504;0;8;14/10/05;30/03/20;2;1;8;7322628475606,7322628475651,7322628475705,7322628475750,7322628475804
9859207;SMS VINTER JAKKER DAME;40;473;5;202002;0;0;24/02/20;03/06/20;2;;;
9860900;SMS VINTER JAKKER DAME;40;473;5;202003;0;0;03/09/20;22/09/20;2;;;
9800132;LACE TOP;40;473303;130;201503;0;8;25/07/05;30/03/20;2;1;8;7322628460022,7322628460039,7322628460046,7322628460053
9801059;LACE RIB TOP;40;473303;130;201504;0;6;14/10/05;30/03/20;2;1;6;7322628476467,7322628476504,7322628476542,7322628476580,7322628476627
9851744;O1.HERRINGBONE JERSEY BLAZER;40;4770026;621;201803;491,05;1;16/07/18;05/03/20;2;20;1;7325705003372,7325705003389,7325705003396,7325705003402,7325705003419
9853771;O1.HERRINGBONE JERSEY BLAZER;40;4770026;621;201803;491,05;2;20/12/18;05/03/20;2;20;2;7325705003426
9806509;G.N.H. SOLID T-SHIRT CREW NECK;40;4800;110;201303;48,65;57;08/01/08;30/03/20;2;1;57;0200001043925,0200001043932,7322622144454,7322626031804,7322626031811,7322626031828,7322626031835,7322626031842,7322626031866,7322628610069
9804014;G.N.H. SOLID T-SHIRT;40;4800;110;201701;0;20;29/01/07;30/03/20;2;1;20;7322629542956,7322629545810,7322629546688,7322629547746,7322629549580,7322629550012
9806510;G.N.H. SOLID T-SHIRT CREW NECK;40;4800;410;201303;48,65;61;08/01/08;30/03/20;2;1;61;0200001083679,0200001083686,7322621719172,7322626030685,7322626030692,7322626030708,7322626030715,7322626030722,7322626030739,7322628611523
9804015;G.N.H. SOLID T-SHIRT;40;4800;410;201901;0;18;29/01/07;30/03/20;2;1;18;0200001047794,0200001047800,0200001047817,0200001047824,7322629542963,7322629545377,7322629550333,7322629551729,7322629552450,7322629553877
9811561;G.N.H. SOLID T-SHIRT;40;4800;5;200001;0;10;14/01/10;30/03/20;2;1;10;0200001010842,7322624730396,7322624835923,7322624884907,7322624885027,7322624885058,7322624939645,7322624945004,7322624972895,7322625040777,7322625064032
9821149;G.N.H. SOLID T-SHIRT CREW NECK;40;4800;5;201303;48,65;0;11/01/12;05/03/20;2;;;7322627989852
9812131;G.N.H. SOLID T-SHIRT;40;4800;610;200001;0;12;25/02/10;30/03/20;2;1;12;0200001010668,7322624751582,7322624819060,7322624840026,7322624900706,7322624900713,7322624900829,7322624900874,7322624910484,7322624913737,7322624915663,7322624941488
9821150;G.N.H. SOLID T-SHIRT CREW NECK;40;4800;610;201303;48,65;0;11/01/12;05/03/20;2;;;7322627991428,7322627991442
9858094;STRETCH COTTON CABLE TURTLE NECK;40;4800059;113;201904;211,52;0;21/12/19;29/05/20;2;;;7325702024691
9861523;STRETCH COTTON CABLE TURTLE NECK;40;4800059;113;202003;211,52;7;24/09/20;30/11/20;2;16|18|19;1|1|5;7325702024646,7325702024653,7325702024660,7325702024677,7325702024684
9852964;STRETCH COTTON CABLE CREW;40;480021;113;201803;208,49;1;13/09/18;29/11/20;2;16;1;
9832193;STRETCH COTTON CABLE C-NECK;40;480021;113;202003;189,19;63;24/02/14;30/11/20;2;2|3|6|9|10|11|12|13|14|16|17|40;4|5|3|5|3|3|1|7|9|19|3|1;7321369555868,7321369555875,7321369555882,7321369555899,7321369555905,7321369555912,7321369555929
9842401;STRETCH COTTON CABLE CREW;40;480021;220;201903;189,19;27;16/06/16;05/03/20;2;4|10;1|26;7325701256543,7325701256550,7325701256567,7325701256574,7325701256581,7325701256598
9852965;STRETCH COTTON CABLE CREW;40;480021;220;201903;189,19;0;13/09/18;29/05/20;2;;;7325701256604
9852966;STRETCH COTTON CABLE CREW;40;480021;323;201801;208,49;3;13/09/18;29/11/20;2;16;3;
9851832;STRETCH COTTON CABLE CREW;40;480021;323;201903;189,19;8;24/07/18;05/03/20;2;10;8;7325702545752,7325702545769,7325702545776,7325702545783,7325702545790,7325702545806,7325702545813
9852967;STRETCH COTTON CABLE CREW;40;480021;436;201801;208,49;2;13/09/18;29/11/20;2;16;2;
9846981;STRETCH COTTON CABLE CREW;40;480021;436;201903;189,19;39;01/06/17;05/03/20;2;10|20;27|12;7332972994838,7332972994845,7332972994852,7332972994869,7332972994876,7332972994883,7332972994890
9852968;STRETCH COTTON CABLE CREW;40;480021;509;201903;189,19;0;13/09/18;29/05/20;2;;;7325702545950
9851833;STRETCH COTTON CABLE CREW;40;480021;509;201903;189,19;10;24/07/18;05/03/20;2;10|20;8|2;7325702545899,7325702545905,7325702545912,7325702545929,7325702545936,7325702545943
9844991;STRETCH COTTON CABLE CREW;40;480021;619;201903;189,19;0;09/01/17;05/03/20;2;;;7325701480627,7325701480634,7325701480641,7325701480658,7325701480665,7325701480672
9847614;STRETCH COTTON CABLE CREW;40;480021;619;201903;189,19;0;25/07/17;29/05/20;2;;;7325701480689
9811802;STRETCH COTTON CABLE CREW;40;480021;656;200001;0;0;02/02/10;07/11/19;2;;;7322627396681,7322627396698,7322627396704,7322627396711,7322627396728,7322627396735
9823718;STRETCH COTTON CABLE CREW;40;480021;656;201903;189,19;0;15/02/12;22/01/20;2;;;0200001114168,0200001114175,7321365840029,7321365840036,7321365840043,7321365840050,7321365840067,7321365840074
9840782;STRETCH COTTON CABLE CREW;40;480021;74;201903;189,19;0;14/01/16;22/01/20;2;;;7325700668729,7325700668736,7325700668743,7325700668750,7325700668767,7325700668774
9853481;STRETCH COTTON CABLE CREW;40;480021;74;201903;189,19;0;15/11/18;05/03/20;2;;;7325700668712
9834259;STRETCH COTTON CABLE CREW;40;480021;93;201903;189,19;1;17/09/14;22/09/20;2;20;1;7321369906257,7321369906264,7321369906271,7321369906288,7321369906295
9858087;STRETCH COTTON CABLE C-NECK;40;480021;93;201904;189,19;0;21/12/19;22/09/20;2;;;7321369906301
9852970;STRETCH COTTON CABLE V-NECK;40;480022;113;201903;158,46;0;13/09/18;22/09/20;2;;;
9837128;STRETCH COTTON CABLE V-NECK;40;480022;113;202001;171,17;26;08/04/15;22/09/20;2;4|10|11|13;1|18|5|2;7321369556742,7321369556759,7321369556766,7321369556773,7321369556780,7321369556797,7321369556803
9851835;STRETCH COTTON CABLE V-NECK;40;480022;509;201903;171,17;24;24/07/18;29/05/20;2;4|10|20;1|19|4;7325702546827,7325702546834,7325702546841,7325702546858,7325702546865,7325702546872
9852972;STRETCH COTTON CABLE V-NECK;40;480022;509;201903;171,17;0;13/09/18;12/12/19;2;;;7325702546889
9849305;STRETCH COTTON CABLE V-NECK;40;480022;615;201903;171,17;6;19/12/17;15/05/20;2;20;6;7325702148410,7325702148427,7325702148434,7325702148441,7325702148458,7325702148465
9850464;STRETCH COTTON CABLE V-NECK;40;480022;615;201903;171,17;0;05/02/18;29/05/20;2;;;7325702148472
9850465;STRETCH COTTON CABLE V-NECK;40;480022;625;201801;208,49;3;05/02/18;29/11/20;2;16;3;
9849314;STRETCH COTTON CABLE V-NECK;40;480022;625;201903;171,17;0;19/12/17;15/05/20;2;;;7325702148489,7325702148496,7325702148502,7325702148519,7325702148526,7325702148533,7325702148540
9826521;STRETCH COTTON CABLE C. CARDIGAN;40;480025;444;201903;206,63;0;21/12/12;05/03/20;2;;;7321365841293
9837840;STRETCH COTTON CABLE CREW CARDIGAN;40;480025;444;201903;206,63;0;25/06/15;05/03/20;2;;;7321365841262,7321365841286
9818176;G.FEMININE CABLE V-NECK;40;480030;405;200003;0;0;09/08/11;05/03/20;2;;;7322626612836
9802693;WRAP MERINO;40;480030;405;201603;0;0;12/07/06;22/11/19;2;;;7322623159471,7322623162723,7322623162730,7322623162747,7322623172913,7322623185463
9818179;G.FEMININE CABLE DRESS;40;480031;113;200003;176,06;0;09/08/11;05/03/20;2;;;7322626727974
9848619;COTTON PIQUE CREW;40;480031;113;201903;135,71;5;11/09/17;27/11/19;2;10;5;7325701989236,7325701989243,7325701989250,7325701989267,7325701989274,7325701989281,7325701989298
9849307;COTTON PIQUE CREW;40;480031;420;201802;177,22;9;19/12/17;15/05/20;2;10|20;2|7;0200001188442
9850466;COTTON PIQUE CREW;40;480031;420;201903;135,71;2;05/02/18;05/03/20;2;14|40;1|1;7325702146560,7325702146577,7325702146584,7325702146591,7325702146607,7325702146614,7325702146621
9846848;COTTON PIQUE CREW;40;480031;662;201702;172,59;4;06/05/17;29/11/20;2;16;4;
9846900;COTTON PIQUE CREW;40;480031;662;201903;135,71;1;15/05/17;15/03/20;2;10;1;7325701598827,7325701598834,7325701598841,7325701598858,7325701598865,7325701598872
9814700;G. LOOP JACKET;40;480048;5;200003;0;15;08/09/10;30/03/20;2;1;15;0200001055737,0200001055744,7322626583389,7322626611778,7322626625935,7322626673417,7322626724188,7322626746807
9803517;RABBIT HOOD;40;480048;5;201603;0;0;12/09/06;22/11/19;2;;;7322623018518,7322623020047,7322623020054,7322623021983
9850290;LT WEIGHT COTTON CREW NECK;40;4801067;410;201903;132,78;0;29/01/18;27/11/19;2;;;7325702152264
9849297;LT WEIGHT COTTON CREW NECK;40;4801067;410;201903;132,78;1;19/12/17;15/05/20;2;20;1;7325702152202,7325702152219,7325702152226,7325702152233,7325702152240,7325702152257
9850291;LT WEIGHT COTTON CREW NECK;40;4801067;641;201903;132,78;3;29/01/18;08/12/20;2;10;3;7325702152547
9849292;LT WEIGHT COTTON CREW NECK;40;4801067;641;201903;132,78;4;19/12/17;27/08/20;2;10;4;7325702152486,7325702152493,7325702152509,7325702152516,7325702152523,7325702152530
9848831;SUPER FINE LAMBSWOOL CARDIGAN;40;4802006;410;201703;245,25;0;28/09/17;05/03/20;2;;;7325701768336,7325701768343,7325701768350,7325701768367,7325701768374,7325701768381
9849096;SUPER FINE LAMBSWOOL CARDIGAN;40;4802006;410;201704;0;0;13/11/17;22/11/19;2;;;
9814515;C.2. WRAP PONCHO;40;480211;5;200003;0;1;18/08/10;30/03/20;2;1;1;0200001054273,0200001054280,7322624227995
9803129;RELAXED CARDIGAN;40;480211;5;201603;0;0;08/08/06;22/11/19;2;;;7322623082854,7322623087262,7322623103177,7322623107793,7322623109773
9810332;STRETCH LAMBSWOOL CABLE V-NECK;40;480442;92;201403;182,88;1;27/08/12;30/12/19;2;20;1;0200001138157,0200001138164,0200001138171,7322626821719
9825560;VAREPRØVER STRIKK;40;480442;92;201403;182,88;6;27/08/12;05/03/20;2;1;6;7322626696287,7322626788937,7322626821726,7322626821733,7322626821740,7322626821757,7322626821764,7322626821771,7322626893679,7322626901336,7322627054338,7322627063071
9859883;WASHABLE MERINO TURTLENECK;40;4805523;213;202003;237,81;35;09/07/20;15/12/20;2;2|14|16|19;7|8|12|8;7325705919031,7325705919055,7325705919086,7325705919116,7325705919130,7325705919147
9860930;WASHABLE MERINO TURTLENECK;40;4805523;213;202003;237,81;1;07/09/20;22/09/20;2;2;1;7325705919000
9859208;SMS STRIKK DAME;40;481;5;202002;0;0;24/02/20;03/06/20;5;;;
9860901;SMS STRIKK DAME;40;481;5;202003;0;0;03/09/20;22/09/20;5;;;
9861512;SMS STRIKK DAME;40;481;5;202003;0;0;21/09/20;22/09/20;5;;;
9861747;SMS STRIKK DAME;40;481;5;202004;0;0;12/11/20;12/11/20;5;;;
9861745;SMS STRIKK DAME;40;481;5;202004;0;0;12/11/20;12/11/20;5;;;
9815672;LONG CARDIGAN;40;481005;410;201101;197,88;0;24/01/11;08/11/19;2;;;0200001000515,0200001016233,7322620553005,7322620553012,7322620553043,7322620553210,7322620553241,7322620553258
9804360;V-NECK 9 GAUGE;40;481005;410;201701;0;0;20/02/07;22/11/19;2;;;7322624044110,7322624044127,7322624044134,7322624044141,7322624044158,7322624044165
9816449;Y.C. SPORTY CARDIGAN;40;481031;410;201101;204,63;0;18/03/11;05/03/20;2;;;0200001042126,0200001042133,7322621478499,7322621478505,7322621480423,7322621480430,7322621480447,7322621480454
9804642;NAVIGATOR ARGYLE CARDIGAN;40;481031;410;201701;0;0;14/03/07;22/11/19;2;;;7322624056267
9802805;G.N.H. SOLID RIB LS T-SHIRT;40;4811;5;201603;0;10;31/07/06;30/03/20;2;1;10;7322622266651,7322622270184,7322622289230,7322622292766,7322622315342,7322622327338
9800829;SOLID RIB LS T-SHIRT;40;4811;5;201803;0;22;09/09/05;30/03/20;2;1;22;7322621025822,7322624440998,7322624441001,7322624441063,7322624441070,7322624441186,7322624441254,7322628345664,7322628345671,7322628345688,7322628345695,7322628345701,7322628345718
9816148;RUFFLE POLOSHIRT;40;481302;113;201101;164,09;0;16/02/11;05/03/20;2;;;7322621570834,7322621570841,7322621570872,7322621570889,7322621570896,7322621570926
9804636;CABLE V-NECK;40;481302;113;201701;0;0;13/03/07;05/03/20;2;;;7322624064644,7322624064651,7322624064668,7322624064675,7322624064682,7322624064699
9816149;RUFFLE POLOSHIRT;40;481302;410;201101;164,09;0;16/02/11;05/03/20;2;;;7322621572142,7322621572159,7322621572166,7322621572180,7322621572203,7322621572210
9804637;CABLE V-NECK;40;481302;410;201701;0;10;13/03/07;22/11/19;2;1;10;7322624064729,7322624064736,7322624064743,7322624064750,7322624064767
9841542;G. TRAVEL SWEATER;40;482310;5;201601;298,04;0;15/02/16;08/11/19;2;;;7325700669979,7325700669986,7325700669993,7325700670005,7325700670012
9805008;GNH BASIC ROLLNECK;40;482310;5;201703;0;0;18/07/07;22/11/19;2;;;7322624823319,7322624823326,7322624823333,7322624823340,7322624823357,7322624823364
9820153;R.E. FLOUNCE C-NECK CARDIGAN;40;482311;5;201103;217,12;0;01/09/11;07/11/19;2;;;0200001073359,0200001073366,7321360699196,7321360699202,7321360699219,7321360699226,7321360699233,7321360699240
9841111;G. CABLE SWEATER;40;482311;5;201601;227,28;0;28/01/16;07/11/19;2;;;7325700957960,7325700957977,7325700957984,7325700957991,7325700958004
9813732;SOLID COTTON SLIPOVER;40;483010;455;199904;0;0;06/07/10;05/03/20;2;;;7322626312293
9806534;G.N.H. V-NECK PULLOVER;40;483010;455;201801;0;0;09/01/08;22/11/19;2;;;7322625950328,7322625950335,7322625950342,7322625950359,7322625950366,7322625950373
9827247;SOLID COTTON V-NECK;40;483012;683;201203;100,9;0;14/01/13;05/03/20;2;;;7321367048614
9811020;SOLID COTTON V-NECK;40;483012;683;201803;0;0;29/09/09;05/03/20;2;;;7322626723242,7322626836478,7322626970837,7322627039229,7322627370803
9811441;LT WT COTTON V-NECK;40;483022;444;200001;0;15;28/12/09;05/03/20;2;1;15;0200001011733,7322626323152,7322626323169,7322626323176,7322626323183,7322626323190,7322626323206
9828510;LT WT COTTON V-NECK;40;483022;444;201901;126,25;0;06/05/13;05/03/20;2;;;7322620873790,7322620873844,7322620873929,7322620874025,7322620874124
9826258;LT WT COTTON V-NECK;40;483022;468;201204;94,59;18;23/10/12;08/11/19;2;20;18;
9821166;LT WT COTTON V-NECK;40;483022;468;201901;126,25;7;11/01/12;30/07/20;2;20;7;7322620875787,7322620875831,7322620875879,7322620875947,7322620875954,7322620876005,7322620876036
9850293;LT WT COTTON V-NECK;40;483022;615;201901;126,25;0;29/01/18;27/11/19;2;;;7325702151564
9849293;LT WT COTTON V-NECK;40;483022;615;201901;126,25;4;19/12/17;15/05/20;2;10|20;2|2;7325702151502,7325702151519,7325702151526,7325702151533,7325702151540,7325702151557
9850294;LT WT COTTON V-NECK;40;483022;643;201901;126,25;0;29/01/18;27/11/19;2;;;7325702151700
9849294;LT WT COTTON V-NECK;40;483022;643;201901;126,25;5;19/12/17;15/05/20;2;10|20;1|4;7325702151649,7325702151656,7325702151663,7325702151670,7325702151687,7325702151694
9811442;LT WT COTTON V-NECK;40;483022;656;200001;0;16;28/12/09;05/03/20;2;1;16;0200001011757,7322626322438,7322626322445,7322626322452,7322626322469,7322626322476,7322626322483
9826525;LT WT COTTON V-NECK;40;483022;656;201901;126,25;0;21/12/12;05/03/20;2;;;7321365845710,7321365845727,7321365845734,7321365845741
9811443;LT WT COTTON V-NECK;40;483022;661;200001;0;13;28/12/09;05/03/20;2;1;13;7322626319483,7322626319506,7322626319513,7322626319520,7322626319605,7322626319612
9826835;LT WT COTTON V-NECK;40;483022;661;201901;126,25;0;04/01/13;05/03/20;2;;;7322620878566,7322620878580,7322620878603,7322620878641,7322620878719,7322620878764
9841420;LT WT COTTON CREW CARDIGAN;40;483025;410;201901;152,55;0;09/02/16;15/05/20;2;;;7325700567633,7325700567640,7325700567657,7325700567664,7325700567671,7325700567688
9850295;LT WT COTTON CREW CARDIGAN;40;483025;410;201901;152,55;0;29/01/18;27/11/19;2;;;7325700567695
9811581;LT WT COTTON CREW CARDIGAN;40;483027;110;201101;109,07;21;18/01/10;05/03/20;2;1;21;0200001083716,0200001083723,7322620926540,7322620926564,7322620926588,7322620926601,7322620926724,7322620926809,7322626340050,7322626340067,7322626340081,7322626340098,7322626340104,7322626340128
9850718;LT WT COTTON ZIP HOODIE;40;483027;110;201801;225,87;6;16/02/18;15/05/20;2;10|20;3|3;7325701544107,7325701544114,7325701544121,7325701544138,7325701544145,7325701544152,7325701544169
9814645;LT WT LAMBSWOOL SLIPOVER;40;483410;5;201601;138,3;4;02/09/10;05/03/20;2;1;4;0200001055218,0200001055225,7322626463148,7322626472607,7322626483566,7322626495118,7322626501246,7322626525327
9810539;LT WT LAMBSWOOL SLIPOVER;40;483410;5;201803;0;0;23/07/09;22/11/19;2;;;7322626836539,7322626862446,7322626893778,7322626922409,7322627157350,7322627298701
9820502;LT WT LAMBSWOOL SLIPOVER;40;483410;92;201601;138,3;0;31/10/11;05/03/20;2;;;0200001079979,0200001079986,7322626463155,7322626472614,7322626483573,7322626495125,7322626501253,7322626525334
9810532;LT WT LAMBSWOOL SLIPOVER;40;483410;92;201803;0;0;23/07/09;22/11/19;2;;;7322626684420,7322626793559,7322626843605,7322626899220,7322627042335,7322627494394
9814837;LT WT LAMBSWOOL V-NECK;40;483412;405;201503;163,71;38;23/09/10;05/03/20;2;1|20;12|26;0200001035005,0200001035012,7322626461779,7322626470719,7322626480701,7322626490489,7322626500096,7322626519364,7322626539423
9810623;LT WT LAMBSWOOL V-NECK;40;483412;405;201803;0;0;30/07/09;22/11/19;2;;;7322626836669,7322626846415,7322626913681,7322627182116,7322627487150,7322627619063
9818213;LT WT LAMBSWOOL V-NECK;40;483412;651;200003;0;0;09/08/11;05/03/20;2;;;7322626490465,7322626500072,7322626519289
9831289;LT WT LAMBSWOOL V-NECK;40;483412;651;201503;163,71;0;06/01/14;05/03/20;2;;;7321368606844,7321368606851,7321368606868,7321368606875,7321368606882
9825265;LT WT LAMBSWOOL ZIPCARDIGAN;40;483414;205;201503;229,6;0;23/08/12;05/03/20;2;;;7322626460949,7322626469874,7322626480237,7322626490342,7322626499819,7322626518992
9810690;LT WT LAMBSWOOL ZIPCARDIGAN;40;483414;205;201803;0;0;06/08/09;22/11/19;2;;;7322626726410,7322626868646,7322627053751,7322627287729,7322627299258,7322627381205
9814348;LT WT LAMBSWOOL ZIP CARDIGAN;40;483414;405;201503;229,6;9;10/08/10;05/03/20;2;1;9;0200001053313,0200001053320,7322626460772,7322626469737,7322626480084,7322626490281,7322626499666,7322626518930,7322626537177
9810691;LT WT LAMBSWOOL ZIPCARDIGAN;40;483414;405;201803;0;0;06/08/09;22/11/19;2;;;7322626671147,7322626671314,7322626816647,7322626872322,7322627059456,7322627352779
9814349;LT WT LAMBSWOOL ZIPCARDIGAN;40;483414;5;201503;229,6;0;10/08/10;05/03/20;2;;;0200001053337,0200001053344,7322626460796,7322626469751,7322626480107,7322626490304,7322626499680,7322626518954
