ArtikkelNr;Varetekst;LevKod;LevFargKod;Sesong;MainGroup;MainGrpTekst;ArtGroup;ArtGrpTekst;VVarekostL10;AntL10;VerdiL10;VVarekostL40;AntL40;VerdiL40;TotAnt;TotVerdi;LC;VerdiLCL10;VerdiLCL40
9842763;STRETCH OXFORD SOLID;432180;517;201801;160;SHIRTS;40;WOMEN;325;73;23725;325;0;0;73;23725;152,82;11155,86;0
9842764;CO POP STRETCH PREPPY STRIPE;432415;436;201601;160;SHIRTS;40;WOMEN;345;10;3450;345;0;0;10;3450;153,43;1534,3;0
9842765;GC. CHECK TENCEL SHIRT;432465;638;201601;160;SHIRTS;40;WOMEN;345;2;690;345;0;0;2;690;173,14;346,28;0
9842770;THE WASHED PINPOINT OXFORD LS BD;347300;405;201601;160;SHIRTS;10;MEN;310;1;310;310;0;0;1;310;129,74;129,74;0
9842771;THE WASHED PINPOINT OXFORD LS BD;347300;474;201601;160;SHIRTS;10;MEN;310;1;310;310;0;0;1;310;129,74;129,74;0
9842773;THE WASHED PINPOINT OXFORD SS BD;347301;110;201601;160;SHIRTS;10;MEN;280;10;2800;280;1;280;11;3080;120,63;1206,3;120,63
9842775;THE WASHED PINPOINT OXFORD LS FBD;347302;474;201601;160;SHIRTS;10;MEN;310;13;4030;310;0;0;13;4030;128,03;1664,39;0
9842776;THE WASHED PINPOINT OXFORD LS FBD;347302;479;201601;160;SHIRTS;10;MEN;310;10;3100;310;0;0;10;3100;128,03;1280,3;0
9842777;DOGLEG POPLIN CHECK LS BD GE;347610;320;201701;160;SHIRTS;10;MEN;350;12;4200;350;0;0;12;4200;174,54;2094,48;0
9842779;POPLIN CHECK REG BD GE;347610;651;201701;160;SHIRTS;10;MEN;350;9;3150;350;0;0;9;3150;174,54;1570,86;0
9842780;GC. BACKSPIN INDIGO MADRAS LS FBD;347722;969;201601;160;SHIRTS;10;MEN;350;3;1050;350;0;0;3;1050;153,07;459,21;0
9842781;R1. KICK ASS OXFORD HOBD;348000;110;201601;160;SHIRTS;10;MEN;300;1;300;300;0;0;1;300;124,62;124,62;0
9842782;R1. WINDBLOWN OXFORD HOBD;348040;476;201601;160;SHIRTS;10;MEN;300;25;7500;300;2;600;27;8100;136;3400;272
9842783;GC. FAIRWAY OXFORD BRETON LS BD;362200;423;201601;160;SHIRTS;10;MEN;310;2;620;310;0;0;2;620;145,41;290,82;0
9842814;SUPERFINE LAMBSWOOL SLIPOVER;86210;410;201903;180;KNITWEAR;10;MEN;385;10;3850;385;0;0;10;3850;195,38;1953,8;0
9842815;SUPERFINE LAMBSWOOL SLIPOVER;86210;482;201903;180;KNITWEAR;10;MEN;385;0;0;385;1;385;1;385;195,38;0;195,38
9842816;SUPER FINE LAMBSWOOL SLIPOVER;86210;93;201903;180;KNITWEAR;10;MEN;350;0;0;350;1;350;1;350;195,38;0;195,38
9842818;LINEN SHIRT;431981;630;201601;160;SHIRTS;40;WOMEN;415;1;415;415;0;0;1;415;200,06;200,06;0
9842821;O1. LIGHT ALPACA V-NECK;481240;94;201603;180;KNITWEAR;40;WOMEN;480;1;480;480;0;0;1;480;213,64;213,64;0
9842822;O1. LOUNGE CREW;481242;285;201603;180;KNITWEAR;40;WOMEN;620;15;9300;620;0;0;15;9300;277,95;4169,25;0
9842835;GC. WAFFEL SKIRT;440086;113;201601;200;SKIRTS;40;WOMEN;415;3;1245;415;0;0;3;1245;189,53;568,59;0
9842836;YC. 12-M COTTON LINEN LS BD;300640;610;201601;160;SHIRTS;10;MEN;350;0;0;350;17;5950;17;5950;154,38;0;2624,46
9842838;FULL ZIP FLEECE CARDIGAN;404602;410;201603;170;JERSEY;40;WOMEN;375;16;6000;375;0;0;16;6000;172,77;2764,32;0
9842840;FULL ZIP FLEECE CARDIGAN;404602;92;201603;170;JERSEY;40;WOMEN;375;44;16500;375;0;0;44;16500;172,77;7601,88;0
9842853;SLIM GANT JEANS;1315008;960;201903;150;JEANS;10;MEN;455;44;20020;455;4;1820;48;21840;178,54;7855,76;714,16
9842854;SLIM TAPERED URBAN JEAN;1315503;960;201603;150;JEANS;10;MEN;525;2;1050;525;0;0;2;1050;229,99;459,98;0
9842855;SLIM TAPERED URBAN JEAN;1315503;970;201603;150;JEANS;10;MEN;525;1;525;525;0;0;1;525;229,99;229,99;0
9842856;REGULAR GANT JEANS;1315009;960;201903;150;JEANS;10;MEN;420;17;7140;420;0;0;17;7140;178,2;3029,4;0
9842859;YC. 12-M COTTON LINEN LS FBD;300642;610;201601;160;SHIRTS;10;MEN;350;0;0;350;8;2800;8;2800;149,02;0;1192,16
9842863;THE OXFORD SHIRT REG BD;371000;320;201801;160;SHIRTS;10;MEN;340;0;0;340;1;340;1;340;146,52;0;146,52
9842866;THE OXFORD SHIRT REG BD;371000;731;201801;160;SHIRTS;10;MEN;340;0;0;340;7;2380;7;2380;146,52;0;1025,64
9842867;THE OXFORD SHIRT REG BD;371000;815;201801;160;SHIRTS;10;MEN;340;0;0;340;6;2040;6;2040;146,52;0;879,12
9842868;THE LINEN SHIRT LS FBD;393102;320;201601;160;SHIRTS;10;MEN;415;0;0;415;1;415;1;415;199,56;0;199,56
9842871;R1. IAN;138364;970;201603;150;JEANS;10;MEN;500;1;500;500;0;0;1;500;219,09;219,09;0
9842872;TAPERED GANT JEAN;410212;960;201704;150;JEANS;40;WOMEN;410;2;820;410;16;6560;18;7380;198,38;396,76;3174,08
9842884;REGULAR GANT TWILL JEAN;910068;422;201603;150;JEANS;20;BOYS;310;1;310;310;0;0;1;310;149,33;149,33;0
9842886;FINE MERINO WOOL TURTLENECK;482807;410;201703;180;KNITWEAR;40;WOMEN;445;34;15130;445;0;0;34;15130;223,45;7597,3;0
9842890;O1. PIN STRIPE SKIRT;440116;410;201603;200;SKIRTS;40;WOMEN;515;5;2575;515;17;8755;22;11330;240,02;1200,1;4080,34
9842892;G1. PINSTRIPE HOPSACK BLAZER;476721;36;201603;120;BLAZERS;40;WOMEN;1200;6;7200;1200;13;15600;19;22800;627,51;3765,06;8157,63
9842893;G3. LIGHTWEIGHT SHAWL COLLAR BLAZER;476725;5;201603;120;BLAZERS;40;WOMEN;1310;5;6550;1310;0;0;5;6550;644,74;3223,7;0
9842910;THE BROADCLOTH BANKER  REG BD;371010;423;201801;160;SHIRTS;10;MEN;350;3;1050;350;0;0;3;1050;147,68;443,04;0
9842912;THE BROADCLOTH GINGHAM REG BD;371020;423;201801;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;150;300;0
9842913;THE POPLIN GINGHAM REG BD SS;371021;423;201701;160;SHIRTS;10;MEN;330;2;660;330;0;0;2;660;143,05;286,1;0
9842915;THE ORIGINAL PIQUE  LS RUGGER;5201;5;201903;170;JERSEY;10;MEN;315;0;0;315;1;315;1;315;129,36;0;129,36
9842918;O. SOLID JERSEY RUGGER LS;605655;93;201603;170;JERSEY;60;TEEN GIRLS;290;3;870;290;0;0;3;870;148,26;444,78;0
9842923;G. COTTON CASHMERE CREW;81348;121;201801;180;KNITWEAR;10;MEN;630;0;0;630;1;630;1;630;245,25;0;245,25
9842930;G3. LUX TURTLENECK;89020;130;201603;180;KNITWEAR;10;MEN;560;0;0;560;2;1120;2;1120;250,19;0;500,38
9842938;O. SOLID JERSEY RUGGER LS;605655;637;201603;170;JERSEY;60;TEEN GIRLS;290;7;2030;290;0;0;7;2030;148,26;1037,82;0
9842947;COTTON V-NECK;983945;93;201603;180;KNITWEAR;20;BOYS;245;2;490;245;0;0;2;490;127,41;254,82;0
9842961;SOLID JERSEY RUGGER LS;402501;509;201603;170;JERSEY;40;WOMEN;345;142;48990;345;0;0;142;48990;152,9;21711,8;0
9842962;SOLID JERSEY RUGGER LS;402501;637;201603;170;JERSEY;40;WOMEN;345;32;11040;345;0;0;32;11040;152,9;4892,8;0
9842963;SOLID JERSEY RUGGER LS;402501;668;201603;170;JERSEY;40;WOMEN;345;14;4830;345;0;0;14;4830;152,9;2140,6;0
9842964;SOLID JERSEY RUGGER LS;402501;93;201603;170;JERSEY;40;WOMEN;345;104;35880;345;0;0;104;35880;152,9;15901,6;0
9842979;SOLID JERSEY RUGGER LS;402501;5;201603;170;JERSEY;40;WOMEN;345;4;1380;345;0;0;4;1380;152,9;611,6;0
9843007;O1.  REGULAR SUMMER CARGO SHORTS;21436;277;201701;190;SHORTS;10;MEN;455;0;0;455;5;2275;5;2275;218,21;0;1091,05
9843008;O1.  REGULAR SUMMER CARGO SHORTS;21436;410;201701;190;SHORTS;10;MEN;455;1;455;455;0;0;1;455;218,21;218,21;0
9843024;O1.  REGULAR SUMMER CARGO SHORTS;21436;718;201701;190;SHORTS;10;MEN;455;0;0;455;4;1820;4;1820;218,21;0;872,84
9843025;R2. RUGGER CHINO SHORTS;21460;249;201601;190;SHORTS;10;MEN;365;0;0;365;3;1095;3;1095;185,48;0;556,44
9843026;BC. REGULAR LINEN SHORTS;21654;248;201601;190;SHORTS;10;MEN;455;0;0;455;1;455;1;455;206,02;0;206,02
9843028;BC. REGULAR FLOWER CARGO SHORTS;21657;420;201601;190;SHORTS;10;MEN;385;0;0;385;4;1540;4;1540;183,53;0;734,12
9843038;LINEN SS SHIRT;432173;110;201601;160;SHIRTS;40;WOMEN;380;13;4940;380;0;0;13;4940;169,97;2209,61;0
9843057;G1. MERCERISED RUGBY TOP;205320;5;201803;170;JERSEY;10;MEN;525;0;0;525;9;4725;9;4725;159,69;0;1437,21
9843059;G. LUXE HENLEY;205321;93;201603;170;JERSEY;10;MEN;385;3;1155;385;0;0;3;1155;170,59;511,77;0
9843080;G1. PRINTED CAP SLEEVE TOP;432598;36;201603;160;SHIRTS;40;WOMEN;410;6;2460;410;0;0;6;2460;182,08;1092,48;0
9843082;G1. PRINTED SKIRT;440123;5;201603;200;SKIRTS;40;WOMEN;585;6;3510;585;0;0;6;3510;269,88;1619,28;0
9843083;O2. THE LEATHER DOUBLE DECKER;78040;205;201603;100;OUTERWEAR;10;MEN;8500;2;17000;8500;0;0;2;17000;4296,81;8593,62;0
9843085;O1. TEXTURED MERINO TURTLE NECK;480000;410;201603;180;KNITWEAR;40;WOMEN;790;64;50560;790;0;0;64;50560;381,7;24428,8;0
9843087;O1. TEXTURED MERINO TURTLE NECK;480000;113;201603;180;KNITWEAR;40;WOMEN;790;16;12640;790;0;0;16;12640;381,7;6107,2;0
9843098;SOLID LAMBSWOOL WOVEN SCARF;91470;422;201803;710;ACC-MEN;70;ACC;210;0;0;210;7;1470;7;1470;100,28;0;701,96
9843099;O. STAR WOVEN SCARF;92013;5;201603;710;ACC-MEN;70;ACC;280;0;0;280;20;5600;20;5600;127,53;0;2550,6
9843124;THE BROADCLOTH GINGHAM REG BD;371020;318;201801;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;150;150;0
9843125;THE BROADCLOTH GINGHAM REG BD;371020;609;201801;160;SHIRTS;10;MEN;350;0;0;350;9;3150;9;3150;150;0;1350
9843132;SACKER RIB HALF ZIP;226328;609;201603;170;JERSEY;10;MEN;385;2;770;385;3;1155;5;1925;167,95;335,9;503,85
9843135;OXFORD PIQUE LS RUGGER;401503;110;201703;170;JERSEY;40;WOMEN;375;0;0;375;1;375;1;375;167,95;0;167,95
9843139;OXFORD PIQUE LS RUGGER;401503;93;201703;170;JERSEY;40;WOMEN;375;4;1500;375;0;0;4;1500;167,95;671,8;0
9843143;O2. OXFORD JERSEY SHIRT;432548;110;201603;160;SHIRTS;40;WOMEN;410;50;20500;410;0;0;50;20500;188,8;9440;0
9843144;O2. OXFORD JERSEY SHIRT;432548;420;201603;160;SHIRTS;40;WOMEN;369;19;7011;369;0;0;19;7011;188,8;3587,2;0
9843146;STRETCH COTTON CABLE CREW;480021;285;201903;180;KNITWEAR;40;WOMEN;445;1;445;445;0;0;1;445;172,15;172,15;0
9843147;STRETCH COTTON CABLE V-NECK;480022;285;201903;180;KNITWEAR;40;WOMEN;445;1;445;445;0;0;1;445;171,17;171,17;0
9843149;STRETCH COTTON CABLE ZIP CARDIGAN;480024;94;201703;180;KNITWEAR;40;WOMEN;610;74;45140;610;0;0;74;45140;276,83;20485,42;0
9843159;O2. G INTARSIA CREW;85231;433;201603;180;KNITWEAR;10;MEN;560;1;560;560;0;0;1;560;257,14;257,14;0
9843161;THE BROADCLOTH GINGHAM REG BD;371020;436;201801;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;150;300;0
9843169;STRETCH COTTON CABLE C-NECK;480021;637;201903;180;KNITWEAR;40;WOMEN;445;0;0;445;30;13350;30;13350;172,15;0;5164,5
9843194;PREMIUM VELOUR ROBE;856002603;110;201903;1060;LOUNGE WEAR;90;HOME;580;0;0;580;1;580;1;580;292,32;0;292,32
9843206;O. TONAL STAR SOCKS;496841;410;201603;740;ACC-WOMEN;70;ACC;50;8;400;50;0;0;8;400;23,76;190,08;0
9843207;O. TONAL STAR SOCKS;496841;90;201603;740;ACC-WOMEN;70;ACC;50;11;550;50;0;0;11;550;23,76;261,36;0
9843220;O. STAR SOCKS;996102;90;201603;720;ACC-BOYS;70;ACC;42;0;0;42;1;42;1;42;20,49;0;20,49
9843222;O. BRETON STRIPE SOCKS;996104;610;201701;720;ACC-BOYS;70;ACC;42;0;0;42;1;42;1;42;20,93;0;20,93
9843229;SOFT COTTON KIDS ROBE;856002507;455;201703;1060;LOUNGE WEAR;90;HOME;309;1;309;309;0;0;1;309;129,71;129,71;0
9843240;PREMIUM SLIPPERS SMALL;856002608;431;201901;1060;LOUNGE WEAR;90;HOME;126;0;0;126;1;126;1;126;62,72;0;62,72
9843244;SLIM COMFORT CHINO;1702556;36;201801;140;PANTS;10;MEN;350;0;0;350;2;700;2;700;162,16;0;324,32
9843247;G1. PRINTED COTTON SILK BLOUSE;432566;122;201603;160;SHIRTS;40;WOMEN;620;12;7440;620;0;0;12;7440;286,34;3436,08;0
9843253;G2. BLACK DENIM SHIRT;432584;5;201603;160;SHIRTS;40;WOMEN;445;0;0;445;2;890;2;890;201,32;0;402,64
9843271;SLIM BROKEN IN CHINO;1916056;213;201603;140;PANTS;10;MEN;525;5;2625;525;0;0;5;2625;232,12;1160,6;0
9843272;SLIM BROKEN IN CHINO;1916056;410;201603;140;PANTS;10;MEN;525;7;3675;525;0;0;7;3675;232,12;1624,84;0
9843275;SLIM BLACK DENIM JEAN;410215;951;201603;150;JEANS;40;WOMEN;480;3;1440;480;0;0;3;1440;214,73;644,19;0
9843277;BLACK DENIM SKIRT;440113;951;201603;200;SKIRTS;40;WOMEN;410;1;410;410;0;0;1;410;191,3;191,3;0
9843282;O2. MINI CABLE CREW;86581;405;201603;180;KNITWEAR;10;MEN;385;1;385;385;0;0;1;385;173,8;173,8;0
9843286;G1. EXTRAFINE MERINO LS POLO;89000;5;201603;180;KNITWEAR;10;MEN;595;0;0;595;1;595;1;595;261,6;0;261,6
9843291;O1. ACTIVE T-SHIRT;481246;130;201603;180;KNITWEAR;40;WOMEN;375;43;16125;375;0;0;43;16125;165,68;7124,24;0
9843299;G. EXTRAFINE MERINO VEE;89978;255;201603;180;KNITWEAR;10;MEN;490;0;0;490;1;490;1;490;213,64;0;213,64
9843302;G1. SOLID SHIRT  DRESS;450011;5;201603;210;WOMEN;40;WOMEN;1000;30;30000;1000;0;0;30;30000;460,77;13823,1;0
9843303;G1. PRINTED DRESS;450998;36;201603;210;WOMEN;40;WOMEN;825;1;825;825;4;3300;5;4125;381,08;381,08;1524,32
9843304;2-PACK TRUNK STARS COTTON STR;2742;405;201603;220;GANT UNDERWEAR;80;GANT UNDERWEAR;155;1;155;155;9;1395;10;1550;67,39;67,39;606,51
9843306;3-PACK TRUNK COTTON STR;3643;405;201603;220;GANT UNDERWEAR;80;GANT UNDERWEAR;170;12;2040;170;0;0;12;2040;76,76;921,12;0
9843307;3-PACK TRUNK COTTON STR;3643;416;201603;220;GANT UNDERWEAR;80;GANT UNDERWEAR;170;1;170;170;0;0;1;170;76,76;76,76;0
9843308;3-PACK TRUNK PAISLEY COTTON STR;3693;509;201603;220;GANT UNDERWEAR;80;GANT UNDERWEAR;170;548;93160;170;0;0;548;93160;82,03;44952,44;0
9843311;G2. JERSEY TWILL BLAZER;476723;410;201603;120;BLAZERS;40;WOMEN;1130;7;7910;1130;10;11300;17;19210;543,37;3803,59;5433,7
9843314;G1. STAY BLACK SUPER SLIM DENIMJEAN;410243;5;201603;150;JEANS;40;WOMEN;550;0;0;550;4;2200;4;2200;260,51;0;1042,04
9843315;SUEDE LEATHER BELT;494005;219;201604;740;ACC-WOMEN;70;ACC;275;2;550;275;7;1925;9;2475;119,9;239,8;839,3
9843320;O1. JERSEY V-NECK  DRESS;406308;410;201703;210;WOMEN;40;WOMEN;445;4;1780;445;0;0;4;1780;206,01;824,04;0
9843321;O1. JERSEY V-NECK  DRESS;406308;509;201703;210;WOMEN;40;WOMEN;445;2;890;445;0;0;2;890;206,01;412,02;0
9843322;G1. LIGHTWEIGHT DRESS;450997;5;201603;210;WOMEN;40;WOMEN;1100;16;17600;1100;0;0;16;17600;494,1;7905,6;0
9843332;O2. POLKADOT DRESS 3/4 SLEEVE;406307;410;201603;210;WOMEN;40;WOMEN;585;3;1755;585;0;0;3;1755;259,42;778,26;0
9843343;COTTON WOOL CARDIGAN;83109;405;201603;180;KNITWEAR;10;MEN;490;11;5390;490;0;0;11;5390;224,71;2471,81;0
9843349;O2. JACQUARD SLIPOVER;81200;410;201603;180;KNITWEAR;10;MEN;525;0;0;525;1;525;1;525;233,98;0;233,98
9843356;COTTON CABLE TURTLE NECK;80057;130;201703;180;KNITWEAR;10;MEN;525;0;0;525;1;525;1;525;229,34;0;229,34
9843360;G3. 3D FAIR ISLE CREW;89008;130;201603;180;KNITWEAR;10;MEN;910;0;0;910;4;3640;4;3640;399,61;0;1598,44
9843368;O. BIG CHECK FLANNEL SHIRT;630319;664;201603;160;SHIRTS;60;TEEN GIRLS;240;45;10800;240;0;0;45;10800;119,37;5371,65;0
9843375;G1. PINSTRIPE HOPSACK TOP;432596;36;201603;160;SHIRTS;40;WOMEN;480;10;4800;480;0;0;10;4800;220,07;2200,7;0
9843377;R1. BROOKLYN TWILL HOBD;344850;410;201603;160;SHIRTS;10;MEN;333;0;0;333;1;333;1;333;143,49;0;143,49
9843387;O. SUEDE BELT;94200;217;201603;710;ACC-MEN;70;ACC;315;0;0;315;1;315;1;315;134,07;0;134,07
9843391;G. GRENADINE TIE;95485;5;201701;710;ACC-MEN;70;ACC;385;1;385;385;4;1540;5;1925;168,95;168,95;675,8
9843392;G1. KNITTED TIE;95487;410;201603;710;ACC-MEN;70;ACC;350;1;350;350;11;3850;12;4200;147,15;147,15;1618,65
9843393;G2. WOOL TWILL FLANNEL TIE;95489;305;201603;710;ACC-MEN;70;ACC;315;0;0;315;10;3150;10;3150;136,25;0;1362,5
9843394;G2. WOOL TWILL FLANNEL TIE;95489;90;201603;710;ACC-MEN;70;ACC;315;2;630;315;10;3150;12;3780;136,25;272,5;1362,5
9843395;G1. COCKTAIL POCKET SQUARE;95494;5;201603;710;ACC-MEN;70;ACC;210;3;630;210;4;840;7;1470;81,75;245,25;327
9843396;O. BRETON SILK TIE;95580;410;201603;710;ACC-MEN;70;ACC;350;0;0;350;2;700;2;700;147,15;0;294,3
9843399;O. G SILK TIE;95582;220;201603;710;ACC-MEN;70;ACC;350;0;0;350;13;4550;13;4550;147,15;0;1912,95
9843400;O. G SILK TIE;95582;410;201603;710;ACC-MEN;70;ACC;350;0;0;350;6;2100;6;2100;147,15;0;882,9
9843401;O. BLOCKSTRIPE MELANGE TIE;95584;92;201603;710;ACC-MEN;70;ACC;350;1;350;350;2;700;3;1050;152,6;152,6;305,2
9843403;G. GRENADINE TIE;95485;410;201701;710;ACC-MEN;70;ACC;385;0;0;385;1;385;1;385;168,95;0;168,95
9843404;G3. BOW TIE;95491;5;201603;710;ACC-MEN;70;ACC;385;0;0;385;8;3080;8;3080;174,4;0;1395,2
9843405;G1. COCKTAIL POCKET SQUARE;95493;110;201603;710;ACC-MEN;70;ACC;175;1;175;175;0;0;1;175;76,3;76,3;0
9843406;O. SUEDE BELT;94200;319;201603;710;ACC-MEN;70;ACC;315;0;0;315;2;630;2;630;134,07;0;268,14
9843409;O. BLACKWATCH WOOL/SILK TIE;95585;318;201603;710;ACC-MEN;70;ACC;350;0;0;350;6;2100;6;2100;152,6;0;915,6
9843414;THE BROADCLOTH BANKER SLIM BD;371012;436;201801;160;SHIRTS;10;MEN;350;5;1750;350;0;0;5;1750;141,89;709,45;0
9843426;O2. THE BREEZER SHEARLING JACKET;78141;239;201603;100;OUTERWEAR;10;MEN;6900;3;20700;6900;0;0;3;20700;3685,2;11055,6;0
9843427;O3. CREPE PANT;414904;5;201603;140;PANTS;40;WOMEN;585;3;1755;585;0;0;3;1755;261,06;783,18;0
9843428;O3. PLEATED SKIRT;440118;5;201603;200;SKIRTS;40;WOMEN;480;7;3360;480;0;0;7;3360;226,18;1583,26;0
9843429;O3. CREPE SKIRT;440119;5;201603;200;SKIRTS;40;WOMEN;445;10;4450;445;0;0;10;4450;195,11;1951,1;0
9843430;O3. CREPE DRESS;450003;5;201603;210;WOMEN;40;WOMEN;825;9;7425;825;4;3300;13;10725;377,69;3399,21;1510,76
9843431;O2. REVERSIBLE SHEARLING COAT;478243;410;201603;100;OUTERWEAR;40;WOMEN;6800;6;40800;6800;0;0;6;40800;3474,3;20845,8;0
9843432;G3. SHEARLING JACKET;478246;124;201603;100;OUTERWEAR;40;WOMEN;6300;6;37800;6300;2;12600;8;50400;3196,8;19180,8;6393,6
9843434;O1. PAISLEY PRINTED TOP;432570;416;201603;160;SHIRTS;40;WOMEN;410;11;4510;410;0;0;11;4510;171,13;1882,43;0
9843435;G. TRAVEL SUIT JACKET;77026;461;201703;120;BLAZERS;10;MEN;1330;0;0;1330;1;1330;1;1330;633,29;0;633,29
9843443;G1. REGIMENTAL STRIPE TIE;95486;410;201603;710;ACC-MEN;70;ACC;385;0;0;385;6;2310;6;2310;163,5;0;981
9843444;G3. SILK SCARF;95498;5;201603;710;ACC-MEN;70;ACC;490;0;0;490;2;980;2;980;212,55;0;425,1
9843457;O2. THE RIVERSIDE PEA COAT;70074;405;201603;100;OUTERWEAR;10;MEN;1750;0;0;1750;3;5250;3;5250;844,97;0;2534,91
9843490;O1. JERSEY V-NECK  DRESS;406308;5;201703;210;WOMEN;40;WOMEN;445;3;1335;445;0;0;3;1335;206,01;618,03;0
9843491;G1. PINSTRIPE HOPSACK PANT;414908;36;201603;140;PANTS;40;WOMEN;655;0;0;655;9;5895;9;5895;307,82;0;2770,38
9843492;O1. JERSEY PIQUE SKIRT;440114;509;201603;200;SKIRTS;40;WOMEN;480;3;1440;480;0;0;3;1440;244,38;733,14;0
9843493;G1. PINSTRIPE HOPSACK WRAP SKIRT;440122;36;201603;200;SKIRTS;40;WOMEN;755;5;3775;755;6;4530;11;8305;339,1;1695,5;2034,6
9843494;G1. FLANNEL DOUBLE BREASTED BLAZER;476722;96;201603;120;BLAZERS;40;WOMEN;1200;8;9600;1200;0;0;8;9600;586,75;4694;0
9843496;O1. COTTON PIQUE CREW;480002;416;201603;180;KNITWEAR;40;WOMEN;375;3;1125;375;0;0;3;1125;173,8;521,4;0
9843533;O1. PIN STRIPE SLACK PANT;414903;410;201603;140;PANTS;40;WOMEN;655;1;655;655;12;7860;13;8515;316,43;316,43;3797,16
9843565;GANT CHINO;910069;410;201603;140;PANTS;20;BOYS;320;12;3840;320;0;0;12;3840;159,14;1909,68;0
9843566;BABY GANT CHINO;710069;410;201603;140;PANTS;21;BABY BOYS;250;7;1750;250;0;0;7;1750;127,53;892,71;0
9843567;BABY GANT CHINO;710069;422;201603;140;PANTS;21;BABY BOYS;250;17;4250;250;0;0;17;4250;127,53;2168,01;0
9843568;GANT CHINO;910069;248;201603;140;PANTS;20;BOYS;320;1;320;320;0;0;1;320;159,14;159,14;0
9843572;SOLID LAMBSWOOL WOVEN SCARF;91470;319;201803;710;ACC-MEN;70;ACC;210;3;630;210;0;0;3;630;100,28;300,84;0
9843573;SOLID LAMBSWOOL WOVEN SCARF;91470;610;201803;710;ACC-MEN;70;ACC;210;0;0;210;3;630;3;630;100,28;0;300,84
9843575;O. CHECK LAMBSWOOL SCARF;92016;509;201603;710;ACC-MEN;70;ACC;245;0;0;245;1;245;1;245;105,73;0;105,73
9843578;O2. REGULAR STRAIGHT SATIN JEAN;1011909;410;201603;150;JEANS;10;MEN;490;0;0;490;1;490;1;490;233,26;0;233,26
9843579;O2. REGULAR STRAIGHT SATIN JEAN;1011909;633;201603;150;JEANS;10;MEN;490;0;0;490;2;980;2;980;233,26;0;466,52
9843591;SOLID LAMBSWOOL WOVEN SCARF;491476;319;201803;740;ACC-WOMEN;70;ACC;205;1;205;205;0;0;1;205;100,28;100,28;0
9843592;SHEP BED CUSHION;851009909;161;201603;1010;D/D SOLID;90;HOME;327;2;654;327;0;0;2;654;144,48;288,96;0
9843604;SHEP STOCKING;854002413;161;201603;1040;GIFTS;90;HOME;289;5;1445;289;0;0;5;1445;132,72;663,6;0
9843608;LOUNGE PANTS;856002402;124;201703;1060;LOUNGE WEAR;90;HOME;345;0;0;345;1;345;1;345;156,8;0;156,8
9843623;LOUNGE PONCHO;856002409;160;201603;1060;LOUNGE WEAR;90;HOME;490;4;1960;490;0;0;4;1960;221,76;887,04;0
9843627;VELVET DOUBLE BED RUNNER;851010112;509;201603;1010;D/D SOLID;90;HOME;748;1;748;748;0;0;1;748;337,68;337,68;0
9843643;VELVET CUSHION;853015001;318;201803;1030;LIVING ROOM;90;HOME;254;0;0;254;6;1524;6;1524;118,72;0;712,32
9843645;VELVET CUSHION;853015001;509;201803;1030;LIVING ROOM;90;HOME;254;0;0;254;18;4572;18;4572;118,72;0;2136,96
9843651;PIN STRIPE TABLE RUNNER SHORT;855004107;161;201603;1050;KITCHEN;90;HOME;120;16;1920;120;0;0;16;1920;54,88;878,08;0
9843663;O3. PLEATED SHIRT;432579;110;201603;160;SHIRTS;40;WOMEN;480;19;9120;480;0;0;19;9120;214,73;4079,87;0
9843666;BROADCLOTH STRETCH PAISLEY SHIRT;432534;664;201603;160;SHIRTS;40;WOMEN;375;1;375;375;0;0;1;375;169,5;169,5;0
9843667;STRETCH OXFORD GINGHAM SHIRT;432538;422;201603;160;SHIRTS;40;WOMEN;345;8;2760;345;0;0;8;2760;152,82;1222,56;0
9843674;O3. COMFORT BROADCLOTH SHIRT;432581;110;201603;160;SHIRTS;40;WOMEN;480;1;480;480;0;0;1;480;208,3;208,3;0
9843675;O3. COMFORT BROADCLOTH SHIRT;432581;410;201603;160;SHIRTS;40;WOMEN;480;1;480;480;0;0;1;480;208,3;208,3;0
9843681;G3. SILK WRAP DRESS;450001;5;201603;210;WOMEN;40;WOMEN;1965;22;43230;1965;6;11790;28;55020;921,54;20273,88;5529,24
9843682;G3. BEADED DRESS;450000;5;201603;210;WOMEN;40;WOMEN;1240;2;2480;1240;0;0;2;2480;566,41;1132,82;0
9843684;O1. SLIM STRAIGHT  MOLESKIN JEAN;1004108;221;201603;150;JEANS;10;MEN;665;6;3990;665;0;0;6;3990;286,67;1720,02;0
9843685;SUPER FINE LAMBSWOOL V-NECK;86212;894;201903;180;KNITWEAR;10;MEN;420;4;1680;420;2;840;6;2520;263,82;1055,28;527,64
9843687;O2. SLIM SUPER STRETCH SATIN JEAN;410226;950;201603;150;JEANS;40;WOMEN;585;3;1755;585;3;1755;6;3510;258,88;776,64;776,64
9843711;O2. CROSS CABLE CREW;85215;410;201603;180;KNITWEAR;10;MEN;700;0;0;700;2;1400;2;1400;353,28;0;706,56
9843721;FINE MERINO WOOL TURTLE NECK;88517;410;201604;180;KNITWEAR;10;MEN;490;0;0;490;5;2450;5;2450;214,73;0;1073,65
